family,model,data_mode,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,train_mape,test_mape,time_s,best_estimator
tree_models,XGBRegressor,all_variables,0.5304983085328168,0.635942004473109,0.33203794824572647,0.41183131573644743,0.9992753791754108,0.9989614440167058,3127998938073.6025,3156164710501.0913,126.6194839477539,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.2, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=40,
             n_jobs=None, num_parallel_tree=None, ...)"
tree_models,XGBRegressor,top_vars,14.92854987058026,15.12082764044483,12.682901987531471,12.840198809502171,0.4261768695199428,0.412854123458569,2479364251037067.5,2476755321489783.5,45.715208768844604,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.2, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=5,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=20,
             n_jobs=None, num_parallel_tree=None, ...)"
tree_models,XGBRegressor,pca,14.975941527535559,15.274035005437032,12.77171692638626,13.011362954781843,0.4225278085683276,0.400895678260098,2363979996657332.5,2387683638147844.5,56.876006841659546,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.1, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=5,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=40,
             n_jobs=None, num_parallel_tree=None, ...)"
tree_models,XGBRegressor,autoencoder,2.9227677373463745,4.9889963409270655,2.2110068042253452,3.4872669444490554,0.9780046228342574,0.9360822821821551,349422101671288.44,712013181629099.4,98.6063482761383,"XGBRegressor(base_score=None, booster=None, callbacks=None,
             colsample_bylevel=None, colsample_bynode=None,
             colsample_bytree=None, device=None, early_stopping_rounds=None,
             enable_categorical=False, eval_metric=None, feature_types=None,
             feature_weights=None, gamma=None, grow_policy=None,
             importance_type=None, interaction_constraints=None,
             learning_rate=0.4, max_bin=None, max_cat_threshold=None,
             max_cat_to_onehot=None, max_delta_step=None, max_depth=10,
             max_leaves=None, min_child_weight=None, missing=nan,
             monotone_constraints=None, multi_strategy=None, n_estimators=40,
             n_jobs=None, num_parallel_tree=None, ...)"
kernel_models,SVR,top_vars,17.547117447056664,17.587659528120188,15.089930716084258,15.116076704906726,0.2072169253028584,0.2056516666190097,2620827590564717.0,2599056736148580.5,271.1654403209686,"SVR(C=0.1, kernel='linear', max_iter=4000)"
kernel_models,SVR,pca,20.755203597221545,20.765261076300053,17.699231161608314,17.697338893930848,-0.10916664187974012,-0.1073111697237652,4407181261213139.5,4362016154660286.0,157.37839531898499,"SVR(C=0.1, max_iter=4000)"
kernel_models,SVR,autoencoder,20.720328439165083,20.729274741601113,17.671674330918044,17.67115586236057,-0.10544228787834165,-0.10347654017217,4368487611039240.5,4323524938785598.5,183.01273393630981,"SVR(C=0.1, max_iter=4000)"
kernel_models,KNeighborsRegressor,top_vars,14.895684228069207,15.126096268478262,12.595865594537814,12.79830884762527,0.42870066541968965,0.412444887637307,2541752274287217.0,2547144243786773.0,35.95188546180725,KNeighborsRegressor(n_neighbors=100)
kernel_models,KNeighborsRegressor,pca,14.898695224363466,15.108280322398628,12.622160114687208,12.803971308061003,0.42846967850957474,0.41382815075414103,2273601591591084.5,2282725445976349.5,37.86512494087219,KNeighborsRegressor(n_neighbors=100)
kernel_models,KNeighborsRegressor,autoencoder,1.2424101638692303e-05,8.610444215915098,4.747600275526035e-06,5.450750232004358,0.9999999999996025,0.8096091800866061,1641253507.5708876,1591092996514198.2,41.52074885368347,KNeighborsRegressor(weights='distance')
neural_networks,MLPRegressor,all_variables,0.21458166598770018,0.22244110826873084,0.16593378378231333,0.17057730532876986,0.9998814427739207,0.9998729352782812,24109682344962.387,24962645571860.2,436.6651062965393,"MLPRegressor(max_iter=100, random_state=2025)"
neural_networks,MLPRegressor,top_vars,14.92187948154593,15.045498184849585,12.641952216167203,12.753545184869726,0.42668954736463094,0.41868967804167656,2649724183761196.5,2637069925266310.0,214.7967357635498,"MLPRegressor(hidden_layer_sizes=(40, 40, 40, 40), max_iter=100,
             random_state=2025)"
neural_networks,MLPRegressor,pca,14.832658014652324,14.972249155686299,12.604486276931581,12.729902017803646,0.4335249699187399,0.42433611989354325,2522978043939347.0,2539466940077371.5,91.42588186264038,"MLPRegressor(max_iter=100, random_state=2025)"
neural_networks,MLPRegressor,autoencoder,0.32257996719444687,0.32483257996239645,0.24798324916505884,0.24913815223915567,0.9997320723155814,0.9997290344667376,12215579256297.223,12250283236297.746,176.2605390548706,"MLPRegressor(hidden_layer_sizes=(40, 40, 40, 40), max_iter=100,
             random_state=2025)"
